place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
Kotetsu by Wood and Coffee,3,coffee,"As for the prices, it's pretty much the same as the prices of their sister cafe (wood and coffee) so I wouldn't say that the cafe is student friendly because of this.",Product Quality,,False
Espresso Lab Cafe Davao,4,coffee,"I also hope that the baristas would be a bit friendlier, they were a bit closed off and not as warm as the coffee shop intends to be.",Product Quality,,False
Hikaru de Cielo Cafe,2,coffee,It takes too long to serve the food and the crew has low rapport with the customers.,Product Quality,,False
STASH Coffee Co.,5,coffee,It may be the only place where I've had a Spanish Latte that tastes this good.,Product Quality,,False
Green Coffee - Ecoland,5,coffee,i tried their matcha fine salt & cheese drink and i love it.,Product Quality,,False
Hygge Coffee,4,coffee,"The drink was worth the price, they were quick in making the drink, and the atmosphere was good.",Ambiance and Atmosphere,,False
The Coffee Bar at GMall of Davao,5,coffee,The place has a really cool vibe.,Ambiance and Atmosphere,,False
Green Coffee - Marfori,5,coffee,Green coffee is 10 times more delicious than Boss Coffee.,Product Quality,,False
The Coffee Bar at GMall of Davao,1,coffee,It is just disappointing how some staff treat young customers poorly compared to those that are older.,Customer Service,,False
Hid'n Coffee,5,coffee,Good food.,Product Quality,,False
Yabo Specialty Coffee,5,coffee,"Their coffee is rich and well-balanced, and you can tell they use quality beans.",Product Quality,,False
Dear Joe Frontera,5,coffee,also not that crowded.,Ambiance and Atmosphere,,False
WKND 1970,5,coffee,"The food was delicious, the serving size was generous, and the staff were friendly and attentive.",Customer Service,,False
Dakong Balay,4,coffee,"Since we are from downtown of Davao, I don't really recommend driving all the way here just to eat buffet but rather try their ala carte meals and drinks.",Product Quality,,False
Whisk Davao Matcha,5,matcha,"The whole vibe is super cute, with a calm and cozy feel.",Ambiance and Atmosphere,,False
Fourth Street Cafe,5,coffee,"Their spanish latte accentuates the Mt Apo beans they used and does not cover the coffee with the "" condense"" flavor.",Product Quality,,False
Coffeepaste Davao,5,coffee,affordable yet quality drinks!,Price and Value,,False
Steep Kohi,4,coffee,They said the Tsuki is made with Brazil coffee beans.,Product Quality,,False
Anniepie,4,coffee,Food is so good here.,Product Quality,,False
Lot 38 Kape,5,coffee,Friendly baristas; Cool and refreshing drinks — literally one-of-a-kind and a must-try; The overall experience was perfect!,Customer Service,,False
Humble Table,5,coffee,"their staff always greets us with a smile, which makes it even more welcoming.",Customer Service,,False
Cafe Basilico,5,coffee,"I absolutely love their coffee selections, too.",Product Quality,,False
LASA DAVAO,5,coffee,"Friendly, knowledgeable staff and reasonable pricing make Fabrew a versatile spot for both coffee lovers and night owls.",Product Quality,,False
Darkk Coffee Co.,4,coffee,gives neighborhood coffee shop feels (which it actually is) mocha: they used to have really dark tasting mocha around 2025 but now their mocha is a too sweet.,Product Quality,,False
Kafih - Davao,5,coffee,Staff are very friendly and approachable.,Customer Service,,False
The Matcha Tokyo - SM Davao,5,matcha,One of my fave spots for a matcha run when I'm at the mall!,Product Quality,,False
The Coffee Bar at GMall of Davao,4,coffee,"Best place to relax This place is so silent, Ambiance is also so soothing",Ambiance and Atmosphere,,False
Starbucks - SM City Davao,5,coffee,cool place and coffee the taste good,Product Quality,,False
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,The food is good but the serving is not giving.,Product Quality,,False
olo. Coffee And Concepts,5,coffee,"I think it should be illegal to own a café this aesthetic and serve really, really yummy baris-coffee.",Ambiance and Atmosphere,,False
Kopi lah Roti,3,coffee,I also wish that they would stop adding sugar on their coffee drinks.,Product Quality,,False
Cafe Demitasse,5,coffee,Food,Product Quality,,False
Whisk Davao Matcha,4,matcha,"The place has such a warm and cozy vibe, making it the perfect spot to relax.",Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,Food is amazing and make sure to try their banoffee pie.,Product Quality,,False
HYGGE COFFEE 2,5,coffee,The staffs are approachable and friendly  thumbs_up_light_skin_tone,Customer Service,,False
Purge Coffee Roaster,5,coffee,"and easy parking, nice service, what else?",Store Operations and Accessibility,,False
Hygge Coffee,1,coffee,"the price is 150+, not worth it.",Price and Value,,False
Aloha Coffee Bar,4,coffee,They didn't have any food menu at the time I was there they had brownies on display which was at Php 45.,Product Quality,,False
Coffee For Peace at One Oasis,5,coffee,bold.. their green salad is delicious quiet the music is from the 90s - 2000s (brings back to the past) friendly staff smelly bathroom i feel safe .,Customer Service,,False
Cafe Demitasse,5,coffee,Very relaxing ambiance and friendly staff,Ambiance and Atmosphere,,False
Clutch Cafe,5,coffee,Affordable and Great drinks!,Price and Value,,False
The Coffee Bar at GMall of Davao,5,coffee,Services are great and very nice atmosphere.,Ambiance and Atmosphere,,False
DUNKIN’ DRIVE THRU BAMBU ESTATE,1,coffee,Super slow service.,Customer Service,,False
Kapeweñoz V. Mapa,5,coffee,Great coffee.,Product Quality,,False
The Yolk Society,5,coffee,"food is fantastic, service is splendid, atmosphere is amazing, and the people are phenomenal  flushed_face  flushed_face  smiling_face_with_hearts  smiling_face_with_hearts  smiling_face_with_heart-eyes  smiling_face_with_heart-eyes  drooling_face  drooling_face  …",Customer Service,,False
Happy Valley Cafe Davao,5,coffee,"Kinda self service, you get your ordered food & beverages from the counter after paying.",Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,The space is aesthetic and the drinks are strong.,Facilities and Amenities,,False
Sipscape Cafe,5,coffee,"It's one of the few small, local cafes that actually have great coffee  winking_face  plus, their menu items are reasonably priced.",Product Quality,,False
Barok Cafe and Resto,2,coffee,"I am writing to express my disappointment with the poor service I received at your restaurant on September 19, 2025 (Thursday) at 7.50 am.",Customer Service,,False
Annipie Airport View,2,coffee,"Having said that, I hope the management makes huge improvements on the food and the quality of service given that this is one of the first/last places a tourist could visit in Davao City.",Product Quality,,False
Kafih - Davao,4,coffee,i liked the food bc its cheap and has huge portions,Price and Value,,False
Café de Vivré,5,coffee,Aside from their food the service was also good and fast.,Customer Service,,False
Cafe Demitasse,4,coffee,Good food...nice place and friendly staff!,Customer Service,,False
Juice Cubi Roxas Avenue,4,coffee,Good food and drinks,Product Quality,,False
Kofi Gram Bangkal,4,coffee,overall it's a great place to hang out but i feel like the food is overpriced.,Product Quality,,False
Annipie @ The Farm,3,coffee,We could have ordered more food except on the day we were there (Sunday) it takes forever for the dishes to arrive.,Product Quality,,False
The Bloom Coffee & Start-Up Space,5,coffee,had a good study session.,Facilities and Amenities,,False
Starbucks Damosa IT Park Drive-Thru,1,coffee,"Okay, you refunded it but the thought that I waited for my matcha and then the coffee was delivered??",Product Quality,,False
Yukiss Cafe and KTV,5,coffee,The price is affordable.,Price and Value,,False
Café Joa,1,coffee,Hopefully they can improve overall quality and small service details.,Customer Service,,False
Hygge Coffee,3,coffee,"The food here tastes decent, but the serving sizes are very small for the price.",Price and Value,,False
Seattle's Best Coffee,4,coffee,There are limited options for food to order but it's given that they prioritize breakfast meals and pastries here.,Product Quality,,False
Starbucks - SM City Davao,4,coffee,The coffee is average but the staff are great.,Product Quality,,False
Wood and Coffee Davao,3,coffee,"In our case, we ended up without a proper table number and had to give the staff the number of a nearby table instead  smiling_face_with_tear",Customer Service,,False
Black Scoop Cafe Matina,4,coffee,It has a highly visible location and a dedicated parking area.,Store Operations and Accessibility,,False
Coffeecat,3,coffee,"Very aesthetic and clean BUT when I decided to study there, I bought my drink then they said they didnt have wifi, dangit!",Facilities and Amenities,,False
KISOM Atelier,5,matcha,"cozy and chill place, serving superb matcha!",Product Quality,,False
Black Scoop Cafe Matina,4,coffee,"The coffee is great, and so is the sandwich.",Product Quality,,False
AtCurbside,5,coffee,"Service was also great, despite a busy time.",Customer Service,,False
Kafih - Davao,5,coffee,"Their coffee was smooth and flavorful, and the food options were just as satisfying.",Product Quality,,False
Fiend Coffee Club,4,coffee,Ordered the ₱200 hot Matcha Americano in 12oz cup and ₱200 Chic Ala King.,Product Quality,,False
Starbucks - SM Lanang,5,coffee,POV: You came for one coffee… but stayed for the peaceful vibe and aircon therapy.,Ambiance and Atmosphere,,False
Chatime - SM Ecoland Davao,5,coffee,The price range is arising around Php90-110.,Price and Value,,False
PICKUP COFFEE - Robinsons Cybergate Davao,5,coffee,"Service is fast and staff are accommodating, even during busy hours.",Store Operations and Accessibility,,False
HWYL COMMUNITY CAFÉ,3,coffee,"Overall, the café has a nice atmosphere and potential, but I hope they improve their food consistency and service speed to provide a better dining experience.",Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"Their food is ""OK"" not good but ""OK"".. its a bit dry though.. What I didn't like here was the owner's treatment to their employees..",Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,4,coffee,"The fair list of food offerings and a parking lot behind makes it a fitting place for small get-togethers….The Crisp Apple Salad was more on apple slices thrown in and just few lettuce leaves…The Chicken Pesto Penne with Mozzarella Pearls was just amply prepped for one person… Sweet Nostalgia Latte, I truly liked….The Creamy Spinach pizza to share tasted okay but had thick burnt edges… No need to meditate over when you are in this central part of the city… Snack items like a line of pastries in full view — have a go at their croissants… Be prepared for the spacious parking ground that's stony, uneven and can get muddy at times…",Store Operations and Accessibility,,False
Daiko Coffee,5,coffee,"The atmosphere is perfect if you're looking for some quiet and peace, chill chill lang rolling_on_the_floor_laughing  And if you're into drinks, give them a try!",Product Quality,,False
ROOFTOP Café Bar,2,coffee,No taste expressionless_face,Product Quality,,False
Solace - Coffee Club,1,coffee,"Unfortunately, the food was not okay this time.",Product Quality,,False
Barok Cafe and Resto,1,coffee,"While the staff were accommodating and the venue itself was pleasant, our experience was significantly affected by the lack of soundproofing between the conference rooms.",Customer Service,,False
Cafe Tavera,1,coffee,The food was great but when you and your spouse make it a point to tell the server she has a terrible allergy to shrimp and they bring out a platter of Pancit covered and full of shrimp you're going to get a 1!,Product Quality,,False
Cafe Demitasse,5,coffee,good food.,Product Quality,,False
